Filename,Step,Element,X,Y,Z,Fx,Fy,Fz,SCF_Energy,ImaginaryFrequency,ErrorTermination
,8.0,C,-2.345998,0.962457,-0.393531,1.472e-06,1.41e-06,-6.603e-06,,,
,8.0,Br,-2.649898,-0.880965,0.042258,3.17e-07,-3.03e-07,9.604e-06,,,
,8.0,H,5.921802,-0.846135,0.702431,5.94e-07,1.325e-06,3.23e-07,,,
,8.0,H,4.50832,-0.716297,1.741742,-5.95e-07,-1.517e-06,-1.7e-08,,,
,8.0,H,4.962311,0.625317,0.697881,1.314e-06,9.66e-07,8.99e-07,,,
,8.0,H,4.45,-0.757892,-1.323121,-5.985e-06,4.231e-06,-5.52e-07,,,
,8.0,H,4.087764,-2.134329,-0.303982,-1.046e-06,-2.473e-06,-3.167e-06,,,
,8.0,H,1.997285,-1.192429,-1.034171,-3.385e-06,-1.438e-06,-7.03e-07,,,
,8.0,H,2.150383,-0.898153,0.684731,4.417e-06,8.1e-08,1.65e-07,,,
,8.0,H,2.780913,1.464119,0.256369,-4.825e-06,9.62e-07,-2.15e-06,,,
,8.0,H,2.829722,1.161862,-1.467283,-3.31e-07,-2.183e-06,1.083e-06,,,
,8.0,H,0.3764,0.682343,-1.454231,3.262e-06,-7.37e-07,-1.421e-06,,,
,8.0,H,0.777808,2.318071,-0.97389,-3.9e-08,1.099e-06,2.861e-06,,,
,8.0,H,-0.015569,0.046339,0.911001,-2.212e-06,8.49e-07,-7.69e-07,,,
,8.0,H,0.573381,1.604655,1.453076,-1.502e-06,1.674e-06,4.308e-06,,,
,8.0,H,-1.827061,1.643439,1.587308,-8.96e-07,1.415e-06,-3.426e-06,,,
,8.0,H,-1.345965,2.727344,0.296052,2.782e-06,-4.787e-06,8.15e-07,,,
,8.0,H,-1.954625,1.010712,-1.407844,3.95e-07,-4.521e-06,1.936e-06,,,
,8.0,H,-3.310333,1.468695,-0.388375,-5.18e-06,4.262e-06,1.37e-06,,,
,,,,,,,,,,,
1-Bromooctane_rdkit_conf_16.log,8.0,C,5.404157,-1.058519,0.090077,1.8929e-05,-2.271e-06,-5.772e-06,-2853.87145844,0.0,False
,8.0,C,4.160417,-0.305435,-0.421749,-7.479e-06,-3.621e-06,-2.382e-06,,,
,8.0,C,3.218365,0.111168,0.730407,3.908e-06,-9.66e-07,9.309e-06,,,
,8.0,C,1.996656,0.946285,0.276238,-1.1279e-05,1.9067e-05,-1.772e-06,,,
,8.0,C,0.969304,0.141235,-0.551844,2.885e-06,-1.0776e-05,-3.739e-06,,,
,8.0,C,-0.234164,0.981315,-1.043625,5.43e-06,-1.2007e-05,6.089e-06,,,
,8.0,C,-1.14785,1.559372,0.062767,-7.999e-06,6.194e-06,-1.0642e-05,,,
,8.0,C,-1.857188,0.504686,0.943927,2.602e-06,-1.447e-06,-7.383e-06,,,
,8.0,Br,-3.032494,-0.64955,-0.039326,6.44e-06,3.229e-06,1.1074e-05,,,
,8.0,H,6.047941,-1.33964,-0.738135,5.212e-06,-2.384e-06,-2.184e-06,,,
,8.0,H,5.977926,-0.436643,0.770837,-7.05e-07,1.07e-07,8.96e-07,,,
,8.0,H,5.1159,-1.962559,0.618338,-1.13e-06,1.009e-06,9.49e-07,,,
,8.0,H,3.626775,-0.940244,-1.125123,-1.678e-06,-5.98e-07,7e-08,,,
,8.0,H,4.476929,0.582847,-0.965444,-2.192e-06,5.739e-06,-1.322e-06,,,
,8.0,H,3.787332,0.699431,1.448205,3.554e-06,2.484e-06,1.976e-06,,,
,8.0,H,2.872133,-0.779244,1.25221,-2.698e-06,-6.669e-06,4.202e-06,,,
,8.0,H,2.340596,1.798756,-0.306693,2.111e-06,-4.68e-06,-1.1629e-05,,,
,8.0,H,1.510396,1.342698,1.164626,-7.885e-06,6.195e-06,5.405e-06,,,
,8.0,H,1.460604,-0.270092,-1.430162,8.87e-07,-7.446e-06,-1.035e-06,,,
,8.0,H,0.615479,-0.703731,0.034539,3.2e-07,4.019e-06,5.963e-06,,,
,8.0,H,-0.839878,0.362575,-1.702716,-4.722e-06,7.88e-07,-4.79e-07,,,
,8.0,H,0.137615,1.81319,-1.638808,2.26e-06,4.071e-06,3.85e-06,,,
,8.0,H,-1.903983,2.18479,-0.408403,-5.515e-06,-4.63e-06,-6.13e-07,,,
,8.0,H,-0.570188,2.202842,0.723765,4.217e-06,-2.339e-06,-1.235e-06,,,
,8.0,H,-1.126747,-0.115624,1.459673,1.11e-07,3.424e-06,-4.92e-06,,,
,8.0,H,-2.449731,1.01425,1.702531,-5.584e-06,3.505e-06,5.324e-06,,,
,,,,,,,,,,,
1-Bromooctane_rdkit_conf_17.log,9.0,C,-5.546535,-0.038497,-0.136308,5.34e-07,1.641e-06,-1.6e-07,-2853.87143877,0.0,False
,9.0,C,-4.355147,-0.952907,0.21187,1.995e-06,-6.33e-07,-6.74e-07,,,
,9.0,C,-3.076736,-0.189955,0.635666,-2.873e-06,1.751e-06,8.5e-07,,,
,9.0,C,-2.422096,0.606922,-0.515369,1.048e-06,-4.246e-06,-8.17e-07,,,
,9.0,C,-1.166426,1.40466,-0.086531,1.22e-06,-1.023e-06,-2.26e-07,,,
,9.0,C,0.035707,0.561138,0.400501,-1.266e-06,-1.546e-06,-2.16e-06,,,
,9.0,C,0.619669,-0.369972,-0.684786,-1.918e-06,1.739e-06,1.041e-06,,,
,9.0,C,1.892991,-1.116934,-0.223015,-6.58e-07,-3.041e-06,8.3e-08,,,
,9.0,Br,3.386761,0.042976,0.09962,3.984e-06,4.671e-06,1e-09,,,
,9.0,H,-5.333106,0.576627,-1.004302,1.67e-07,-3.98e-07,1.225e-06,,,
,9.0,H,-5.782857,0.617802,0.696047,-1.31e-07,7.3e-08,2.6e-08,,,
,9.0,H,-6.425952,-0.636312,-0.356821,7.02e-07,-6.1e-08,-7.81e-07,,,
,9.0,H,-4.127949,-1.589127,-0.641815,1.14e-07,-1.137e-06,1.43e-07,,,
,9.0,H,-4.648374,-1.609637,1.029096,4.9e-07,-4.2e-08,3.8e-08,,,
,9.0,H,-2.363585,-0.914364,1.022035,-2.078e-06,4.07e-07,1.499e-06,,,
,9.0,H,-3.317705,0.488357,1.452144,-4.36e-07,3.75e-07,-1.608e-06,,,
,9.0,H,-2.169833,-0.072755,-1.326078,-1.727e-06,-1.4e-08,1.934e-06,,,
,9.0,H,-3.142596,1.317628,-0.913013,-6.7e-08,2.62e-07,-8.24e-07,,,
,9.0,H,-1.445113,2.090939,0.711242,1.409e-06,8.08e-07,8.73e-07,,,
,9.0,H,-0.843183,2.013596,-0.929126,-9.66e-07,1.157e-06,7.17e-07,,,
,9.0,H,0.816969,1.243933,0.728135,-3.69e-07,-4.62e-07,5.42e-07,,,
,9.0,H,-0.250401,-0.03239,1.265592,2.597e-06,5.81e-07,-1.267e-06,,,
,9.0,H,0.845543,0.204671,-1.581058,1.319e-06,3.95e-07,-2.714e-06,,,
,9.0,H,-0.115166,-1.124579,-0.959176,-1.432e-06,5.4e-07,1.815e-06,,,
,9.0,H,2.189213,-1.836293,-0.985287,9e-09,-1.458e-06,-6.51e-07,,,
,9.0,H,1.688889,-1.66899,0.693526,-1.67e-06,-3.39e-07,1.096e-06,,,
,,,,,,,,,,,
1-Bromooctane_rdkit_conf_18.log,7.0,C,-5.253877,-0.577956,0.568415,1.068e-06,4.44e-07,4.8e-08,-2853.87024167,0.0,False
,7.0,C,-4.008724,-0.462781,-0.332795,1.9564e-05,-8.034e-06,5.948e-06,,,
,7.0,C,-3.095387,0.711771,0.084558,-6.75e-06,3.9206e-05,1.312e-06,,,
,7.0,C,-1.891284,0.938488,-0.860848,1.4262e-05,-5.825e-06,-2.6592e-05,,,
,7.0,C,-0.877589,-0.228512,-0.947293,-6.153e-06,-3.2977e-05,-4.819e-06,,,
,7.0,C,-0.208325,-0.638304,0.386685,-1.101e-05,-1.1875e-05,3.4663e-05,,,
,7.0,C,0.594236,0.4743,1.101115,2.187e-05,3.0001e-05,-1.329e-06,,,
,7.0,C,1.796698,1.029399,0.302349,-1.9631e-05,7.424e-06,-1.4457e-05,,,
,7.0,Br,3.130385,-0.29229,-0.091294,-1.0166e-05,-1.5732e-05,3.155e-06,,,
,7.0,H,-5.875772,-1.411485,0.255576,-9.674e-06,-4.145e-06,-5.539e-06,,,
,7.0,H,-4.966191,-0.738433,1.603282,-3.66e-06,-2.532e-06,-3.473e-06,,,
,7.0,H,-5.850102,0.328375,0.519201,-5.737e-06,-3.483e-06,-8.79e-07,,,
,7.0,H,-4.324131,-0.323857,-1.365278,6.137e-06,-4.89e-07,1.413e-06,,,
,7.0,H,-3.452361,-1.39618,-0.289095,9.17e-07,8.148e-06,-3.58e-06,,,
,7.0,H,-2.743556,0.550034,1.100899,2.391e-06,-2.829e-06,-3.913e-06,,,
,7.0,H,-3.68728,1.625235,0.098396,3.055e-06,-7.93e-06,7.566e-06,,,
,7.0,H,-1.37358,1.842111,-0.546258,3.524e-06,-2.523e-06,1.0776e-05,,,
,7.0,H,-2.26815,1.128672,-1.864284,-3.08e-06,-7.95e-07,9.261e-06,,,
,7.0,H,-0.106881,0.045801,-1.664405,2.95e-06,1.1016e-05,1.0484e-05,,,
,7.0,H,-1.376159,-1.105697,-1.353,7.32e-07,8.172e-06,-1.093e-05,,,
,7.0,H,-0.967368,-0.999616,1.076382,-4.61e-06,-4.3e-08,-1.0907e-05,,,
,7.0,H,0.460443,-1.47318,0.187289,2.211e-06,4.342e-06,-1.0589e-05,,,
,7.0,H,-0.05965,1.313083,1.332871,-5.571e-06,-7.992e-06,4.804e-06,,,
,7.0,H,0.957117,0.08234,2.049561,-4.311e-06,1.224e-06,-3.392e-06,,,
,7.0,H,2.273161,1.821006,0.879002,1.5951e-05,-7.902e-06,-6.48e-07,,,
,7.0,H,1.462492,1.463506,-0.637943,-4.278e-06,5.129e-06,1.162e-05,,,
,,,,,,,,,,,
1-Bromooctane_rdkit_conf_19.log,8.0,C,4.503977,1.430514,-0.146752,-3.24e-06,-1.1211e-05,9.278e-06,-2853.87029803,0.0,False
,8.0,C,4.501012,-0.107306,-0.037496,-2.521e-06,8.34e-07,-5.426e-06,,,
,8.0,C,3.128227,-0.706627,0.351174,2.688e-06,5.241e-06,-1.503e-06,,,
,8.0,C,2.041418,-0.513726,-0.730986,-2.536e-06,-1.325e-06,-3.66e-07,,,
,8.0,C,0.73477,-1.292575,-0.44438,5.866e-06,-1.437e-06,3.46e-06,,,
,8.0,C,-0.01583,-0.893082,0.84896,-3.68e-06,4.862e-06,-5.728e-06,,,
,8.0,C,-0.468213,0.583739,0.930429,3.614e-06,-1.684e-06,4.754e-06,,,
,8.0,C,-1.464952,1.024582,-0.166902,-1.22e-07,4.552e-06,2.909e-06,,,
,8.0,Br,-3.119101,0.05345,-0.133827,-1.497e-06,-3.03e-07,-2.9e-06,,,
,8.0,H,4.165036,1.882573,0.780752,5.61e-07,1.272e-06,-1.43e-07,,,
,8.0,H,5.507784,1.790517,-0.351924,-9.15e-07,-2.611e-06,7.1e-08,,,
,8.0,H,3.855577,1.770217,-0.947828,-1.213e-06,-8.22e-07,1.141e-06,,,
,8.0,H,4.825325,-0.535661,-0.984228,6.035e-06,-5.23e-07,-2.131e-06,,,
,8.0,H,5.230236,-0.40535,0.713866,-1.507e-06,2.511e-06,-2.475e-06,,,
,8.0,H,2.800125,-0.260871,1.287462,-5.2e-06,-1.651e-06,3.31e-07,,,
,8.0,H,3.257706,-1.772211,0.531825,3.082e-06,3.761e-06,-9.71e-07,,,
,8.0,H,2.433347,-0.859381,-1.685839,3.14e-07,2.851e-06,8.66e-07,,,
,8.0,H,1.819808,0.543909,-0.84608,2.454e-06,6.93e-07,-2.987e-06,,,
,8.0,H,0.068488,-1.174501,-1.296303,2.544e-06,-1.077e-06,3.251e-06,,,
,8.0,H,0.969485,-2.353312,-0.377498,-1.36e-06,1.6e-08,-2.851e-06,,,
,8.0,H,-0.893934,-1.52915,0.940626,1.21e-06,2.12e-07,2.658e-06,,,
,8.0,H,0.61457,-1.09867,1.710763,-3.347e-06,-2.2e-06,-1.985e-06,,,
,8.0,H,-0.925584,0.750389,1.904036,2.849e-06,1.837e-06,-2.835e-06,,,
,8.0,H,0.39739,1.240906,0.869093,-2.681e-06,1.67e-06,1.329e-06,,,
,8.0,H,-1.022525,0.906163,-1.154105,-1.157e-06,-2.39e-07,3.891e-06,,,
,8.0,H,-1.696738,2.080566,-0.034945,-2.45e-07,-5.226e-06,-1.637e-06,,,
,,,,,,,,,,,
1-Bromooctane_rdkit_conf_2.log,7.0,C,-6.188059,-0.372275,-0.256681,-3.368e-06,2.174e-06,-3.7e-08,-2853.87598309,0.0,False
,7.0,C,-4.802167,-0.685493,0.340269,-3.067e-06,2.68e-06,2.06e-07,,,
,7.0,C,-3.690237,0.210987,-0.248663,-5.9e-07,6.701e-06,6.28e-07,,,
,7.0,C,-2.301459,-0.103957,0.350216,-1.566e-06,-8.301e-06,-1.272e-06,,,
,7.0,C,-1.190016,0.792669,-0.239079,-3.802e-06,9.179e-06,-2.282e-06,,,
,7.0,C,0.19791,0.475152,0.359703,-1.498e-06,-1.0824e-05,-5.644e-06,,,
,7.0,C,1.305115,1.375273,-0.2309,-5.745e-06,1.3251e-05,6.293e-06,,,
,7.0,C,2.708445,1.086056,0.350805,1.2472e-05,-1.0953e-05,-2.746e-06,,,
,7.0,Br,3.377371,-0.655146,-0.098009,2.628e-06,1.312e-06,-2.44e-06,,,
,7.0,H,-6.945764,-1.01814,0.177146,-2.755e-06,-6.476e-06,-7.82e-07,,,
,7.0,H,-6.186971,-0.524309,-1.331987,5.56e-06,-1.658e-06,-7.07e-07,,,
,7.0,H,-6.46737,0.658706,-0.06052,5.4e-06,-1.86e-06,1.019e-06,,,
,7.0,H,-4.837222,-0.552033,1.419996,-1.866e-06,3.764e-06,-2.287e-06,,,
,7.0,H,-4.558068,-1.729774,0.153946,-2.204e-06,3.214e-06,2.78e-06,,,
,7.0,H,-3.655293,0.077435,-1.328315,-2.264e-06,-2.503e-06,8.93e-07,,,
,7.0,H,-3.934359,1.255249,-0.062431,-2.047e-06,-2.349e-06,-1.64e-06,,,
,7.0,H,-2.057144,-1.148034,0.16364,1.6e-06,2.25e-06,4.12e-07,,,
,7.0,H,-2.336311,0.029441,1.429879,1.685e-06,2.443e-06,6.14e-07,,,
,7.0,H,-1.432765,1.837202,-0.05235,-1.681e-06,-1.439e-06,1.373e-06,,,
,7.0,H,-1.154089,0.65926,-1.318676,6.71e-07,-4.577e-06,-1.358e-06,,,
,7.0,H,0.165796,0.609083,1.439377,-2.828e-06,3.08e-07,3.34e-07,,,
,7.0,H,0.445238,-0.567207,0.170218,4.534e-06,7.67e-06,-4.29e-06,,,
,7.0,H,1.071755,2.418579,-0.021476,4.6e-08,-1.2302e-05,8.058e-06,,,
,7.0,H,1.333891,1.26108,-1.312894,-3.375e-06,1.0613e-05,4.35e-06,,,
,7.0,H,3.41734,1.822269,-0.025739,-2.994e-06,-1.802e-06,-3.19e-06,,,
,7.0,H,2.686172,1.17082,1.436499,7.053e-06,-5.17e-07,1.713e-06,,,
,,,,,,,,,,,
1-Bromooctane_rdkit_conf_20.log,7.0,C,-5.147125,-0.274712,-0.472534,-1.729e-06,1.138e-06,-7.782e-06,-2853.86919172,0.0,False
,7.0,C,-4.161287,-0.053304,0.691682,-2.289e-06,9.508e-06,4.507e-06,,,
,7.0,C,-2.868199,-0.897278,0.589254,-4.66e-06,-1.0949e-05,-1.216e-05,,,
,7.0,C,-1.97911,-0.609519,-0.644688,-4.79e-06,-1.136e-05,4.679e-06,,,
,7.0,C,-1.456324,0.842102,-0.768933,1.251e-06,-3.467e-06,1.3468e-05,,,
,7.0,C,-0.600298,1.349867,0.416877,8.555e-06,1.8223e-05,1.354e-06,,,
,7.0,C,0.68227,0.5356,0.717344,-1.8449e-05,1.902e-06,-5.862e-06,,,
,7.0,C,1.70294,0.565588,-0.442872,-3.649e-06,1.0751e-05,1.1215e-05,,,
,7.0,Br,3.33457,-0.341182,0.000172,3.1391e-05,-1.7556e-05,-1.5406e-05,,,
,7.0,H,-4.72771,0.063039,-1.41464,7.548e-06,2.806e-06,-4.611e-06,,,
,7.0,H,-6.065468,0.277634,-0.296751,-6.95e-07,1.791e-06,-3.788e-06,,,
,7.0,H,-5.397653,-1.326955,-0.569543,9.98e-07,-4.777e-06,2.86e-07,,,
,7.0,H,-3.909837,1.003031,0.754449,1.807e-06,-2.404e-06,3.267e-06,,,
,7.0,H,-4.658671,-0.314269,1.624172,-8.013e-06,-2.092e-06,5.856e-06,,,
,7.0,H,-3.142135,-1.950617,0.565791,-3.496e-06,1.265e-06,2.25e-06,,,
,7.0,H,-2.28576,-0.74583,1.495396,3.11e-07,1.128e-06,5.49e-06,,,
,7.0,H,-2.536597,-0.843155,-1.548906,-5.584e-06,3.962e-06,-4.547e-06,,,
,7.0,H,-1.134032,-1.293993,-0.61805,4.219e-06,6.572e-06,4.461e-06,,,
,7.0,H,-2.30041,1.518296,-0.883722,-3.857e-06,-7.431e-06,-3.491e-06,,,
,7.0,H,-0.876956,0.914985,-1.686783,4.412e-06,4.527e-06,-7.067e-06,,,
,7.0,H,-0.317277,2.381276,0.213357,5.659e-06,-2.978e-06,-7.32e-07,,,
,7.0,H,-1.207637,1.364029,1.318967,-1.132e-06,-5.707e-06,2.004e-06,,,
,7.0,H,1.151449,0.953628,1.606009,8.433e-06,-2.837e-06,5.904e-06,,,
,7.0,H,0.427427,-0.496498,0.945691,-1.34e-06,-2.374e-06,3.584e-06,,,
,7.0,H,1.9464,1.595834,-0.698731,-7.084e-06,-1.148e-06,3.068e-06,,,
,7.0,H,1.287732,0.090866,-1.32949,-7.816e-06,1.1507e-05,-5.947e-06,,,
,,,,,,,,,,,
1-Bromooctane_rdkit_conf_21.log,9.0,C,5.277326,-1.429722,-0.144876,3.304e-06,2.422e-06,-6.78e-07,-2853.87079482,0.0,False
,9.0,C,3.809232,-1.177394,0.250127,-1.034e-06,-1.463e-06,1.119e-06,,,
,9.0,C,3.311833,0.217212,-0.190919,-2.282e-06,-2.185e-06,-1.13e-06,,,
,9.0,C,1.840251,0.470268,0.206768,-1.839e-06,-4.305e-06,-2.173e-06,,,
,9.0,C,1.350513,1.862607,-0.249669,-1.271e-06,9.844e-06,1.816e-06,,,
,9.0,C,-0.072276,2.242299,0.227865,9.8e-08,9.09e-07,3.666e-06,,,
,9.0,C,-1.216043,1.357527,-0.343753,-2.936e-06,-2.094e-06,-2.959e-06,,,
,9.0,C,-1.651492,0.234294,0.626098,-3.714e-06,1.2629e-05,9.053e-06,,,
,9.0,Br,-3.065126,-0.843645,-0.095435,1.5155e-05,-2.1978e-05,-1.0752e-05,,,
,9.0,H,5.595612,-2.416365,0.178613,3.886e-06,1.667e-06,-7.31e-07,,,
,9.0,H,5.401773,-1.368545,-1.221983,8.3e-08,-1.47e-07,7.46e-07,,,
,9.0,H,5.93113,-0.694067,0.314204,-1.35e-07,-7.33e-07,-1.15e-07,,,
,9.0,H,3.179227,-1.942598,-0.199777,-2.11e-07,1.5e-07,4.9e-08,,,
,9.0,H,3.70615,-1.270865,1.329721,-5.06e-07,-4.83e-07,1.43e-07,,,
,9.0,H,3.413473,0.310219,-1.270609,5.98e-07,9.3e-07,1.58e-07,,,
,9.0,H,3.942583,0.982347,0.257765,1.602e-06,-4.55e-07,-3.95e-07,,,
,9.0,H,1.741436,0.386615,1.2875,-4.07e-07,6.92e-07,-2.715e-06,,,
,9.0,H,1.217495,-0.302584,-0.23742,-4.682e-06,-2.26e-07,2.166e-06,,,
,9.0,H,2.040995,2.615834,0.125788,-1.802e-06,2.455e-06,-3.319e-06,,,
,9.0,H,1.38486,1.914194,-1.336405,-6.95e-07,-5.26e-07,5.101e-06,,,
,9.0,H,-0.254493,3.271464,-0.0747,-3.325e-06,-2.206e-06,3.087e-06,,,
,9.0,H,-0.106256,2.225133,1.315623,-1.854e-06,4.318e-06,-1.111e-06,,,
,9.0,H,-2.082732,1.983226,-0.546282,-2.436e-06,-7.031e-06,1.554e-06,,,
,9.0,H,-0.910259,0.920369,-1.29196,3.96e-06,-7.55e-07,6.87e-07,,,
,9.0,H,-0.814922,-0.420089,0.860267,5.821e-06,8.134e-06,-2.862e-06,,,
,9.0,H,-2.002732,0.670747,1.560016,-5.378e-06,4.36e-07,-4.08e-07,,,
,,,,,,,,,,,
1-Bromooctane_rdkit_conf_22.log,8.0,C,-4.387998,1.77706,0.215116,2.523e-06,7.884e-06,3.021e-06,-2853.87076923,0.0,False
,8.0,C,-5.07238,0.397967,0.145766,-9.009e-06,-1.1441e-05,-2.012e-06,,,
,8.0,C,-4.240999,-0.709195,-0.546904,1.192e-06,6.646e-06,-1.7623e-05,,,
,8.0,C,-2.924164,-1.09593,0.181361,7.667e-06,-2.868e-06,1.7205e-05,,,
,8.0,C,-1.668031,-0.387015,-0.375883,-3.282e-06,5.988e-06,-3.773e-06,,,
,8.0,C,-0.384977,-0.805178,0.376516,2.781e-06,-2.312e-06,1.657e-06,,,
,8.0,C,0.874787,-0.110915,-0.190256,-1.1247e-05,-9.13e-06,3.408e-06,,,
,8.0,C,2.148191,-0.539389,0.572844,-5.607e-06,-1.2113e-05,1.1282e-05,,,
,8.0,Br,3.732355,0.303426,-0.104207,2.0373e-05,2.1248e-05,-1.4751e-05,,,
,8.0,H,-5.073762,2.512903,0.624817,5.885e-06,-6.204e-06,-3.37e-06,,,
,8.0,H,-4.085404,2.109976,-0.773276,-1.615e-06,-2.61e-07,7.572e-06,,,
,8.0,H,-3.509393,1.748979,0.851045,-7.723e-06,7.49e-07,-4.399e-06,,,
,8.0,H,-6.010872,0.502261,-0.396249,-4.75e-07,2.2e-06,3.559e-06,,,
,8.0,H,-5.323256,0.074144,1.154431,4.4e-07,3.243e-06,-5.494e-06,,,
,8.0,H,-4.017383,-0.406328,-1.567993,-6.995e-06,-5.944e-06,-1.295e-06,,,
,8.0,H,-4.871558,-1.593627,-0.613449,2.37e-07,1.4164e-05,4.801e-06,,,
,8.0,H,-2.774475,-2.169543,0.086408,3.006e-06,1.1225e-05,-1.266e-06,,,
,8.0,H,-3.017984,-0.885385,1.244876,7.987e-06,-6.808e-06,-1.83e-07,,,
,8.0,H,-1.559833,-0.632535,-1.430656,1.497e-06,5.18e-07,3.139e-06,,,
,8.0,H,-1.785259,0.691387,-0.309023,-1.392e-06,-1.3223e-05,-2.579e-06,,,
,8.0,H,-0.487696,-0.557826,1.431535,1.217e-06,1.256e-06,-3.809e-06,,,
,8.0,H,-0.261758,-1.884534,0.309087,2.816e-06,2.535e-06,8.94e-07,,,
,8.0,H,0.759517,0.968951,-0.120317,3.206e-06,-3.394e-06,2.956e-06,,,
,8.0,H,0.985903,-0.359351,-1.243919,2.426e-06,-2.08e-07,5.064e-06,,,
,8.0,H,2.280647,-1.618024,0.500772,-1.0545e-05,4.16e-06,2.99e-06,,,
,8.0,H,2.053565,-0.285806,1.627802,-5.363e-06,-7.911e-06,-6.994e-06,,,
,,,,,,,,,,,
1-Bromooctane_rdkit_conf_23.log,9.0,C,-4.110358,-2.34533,-0.211472,-1.569e-06,-1.2e-06,-5.81e-07,-2853.87066772,0.0,False
,9.0,C,-3.820403,-1.002206,0.486364,-9.99e-07,-1.617e-06,-4.5e-08,,,
,9.0,C,-2.850559,-0.113999,-0.324817,2.241e-06,-4.5e-06,5.8e-06,,,
,9.0,C,-2.578125,1.23857,0.373304,-4.852e-06,1.736e-06,-4.654e-06,,,
,9.0,C,-1.610155,2.169493,-0.408478,6.631e-06,7.845e-06,7.448e-06,,,
,9.0,C,-0.135999,2.128503,0.0624,-4.973e-06,-6.6e-08,-1.2359e-05,,,
,9.0,C,0.569121,0.769234,-0.149728,3.064e-06,1.1895e-05,1.537e-06,,,
,9.0,C,2.066593,0.857175,0.222966,6.029e-06,3.3206e-05,-7.07e-07,,,
,9.0,Br,2.983036,-0.811332,-0.009965,-2.344e-06,-6.988e-05,4.896e-06,,,
,9.0,H,-4.560872,-2.183,-1.186194,9.88e-07,-2.99e-07,1.344e-06,,,
,9.0,H,-3.194398,-2.911739,-0.351534,-3.76e-07,1.565e-06,-2.22e-07,,,
,9.0,H,-4.793285,-2.944993,0.383034,-1.848e-06,-6.13e-07,4.7e-07,,,
,9.0,H,-3.395654,-1.192727,1.470325,3.7e-08,-6.57e-07,-8.41e-07,,,
,9.0,H,-4.755715,-0.466781,0.63914,9.25e-07,-6.61e-07,-3.03e-07,,,
,9.0,H,-1.918329,-0.65148,-0.478119,2.19e-06,-3.246e-06,7.79e-07,,,
,9.0,H,-3.27591,0.074378,-1.308793,1.506e-06,3.464e-06,1.72e-06,,,
,9.0,H,-3.529777,1.751328,0.496854,-2.85e-07,1.563e-06,-2.148e-06,,,
,9.0,H,-2.187249,1.059761,1.373018,3.85e-07,-1.987e-06,-3.312e-06,,,
,9.0,H,-1.952511,3.196689,-0.29953,4.865e-06,5.355e-06,-1.09e-07,,,
,9.0,H,-1.654855,1.935355,-1.470308,1.825e-06,-3.644e-06,8.025e-06,,,
,9.0,H,-0.091028,2.391465,1.117806,-7.072e-06,7.66e-07,-1.573e-06,,,
,9.0,H,0.414247,2.895103,-0.480772,1.55e-06,-7.68e-07,-2.626e-06,,,
,9.0,H,0.096796,0.004839,0.46207,-1.415e-06,-1.097e-06,2.435e-06,,,
,9.0,H,0.475516,0.463691,-1.189916,1.887e-06,-3.68e-07,-1.007e-06,,,
,9.0,H,2.561614,1.605089,-0.394826,-6.262e-06,1.256e-05,4.435e-06,,,
,9.0,H,2.174448,1.160999,1.263299,-2.129e-06,1.0649e-05,-8.404e-06,,,
,,,,,,,,,,,
1-Bromooctane_rdkit_conf_24.log,9.0,C,3.685152,2.293864,0.272113,3.34e-07,8.27e-07,-6.53e-07,-2853.87019238,0.0,False
,9.0,C,2.776447,1.110342,-0.115237,-4.571e-06,-1.0558e-05,1.946e-06,,,
,9.0,C,3.510654,-0.244016,0.000414,6.792e-06,1.0525e-05,-5.418e-06,,,
,9.0,C,2.703929,-1.468271,-0.496835,2.436e-06,5.441e-06,6.838e-06,,,
,9.0,C,1.424921,-1.792629,0.32369,-6.183e-06,3.084e-06,-8.281e-06,,,
,9.0,C,0.125889,-1.223395,-0.291462,-3.554e-06,-2.57e-07,5e-06,,,
,9.0,C,-1.11454,-1.577612,0.557981,-5.087e-06,1.301e-06,-6.616e-06,,,
,9.0,C,-2.43891,-1.042998,-0.034838,-6.38e-06,3.42e-07,-1.558e-06,,,
,9.0,Br,-2.547258,0.872367,-0.05734,1.699e-06,-3.399e-06,2.661e-06,,,
,9.0,H,3.14498,3.232406,0.189895,-2.029e-06,6.573e-06,-1.371e-06,,,
,9.0,H,4.55287,2.342575,-0.379088,-1.864e-06,-2.345e-06,-2.108e-06,,,
,9.0,H,4.034704,2.191483,1.295249,-2.94e-07,-5.28e-07,3.304e-06,,,
,9.0,H,1.901943,1.111172,0.530882,-2.13e-07,6.52e-07,3.939e-06,,,
,9.0,H,2.42551,1.246913,-1.136434,8.9e-08,-3.8e-07,-2.857e-06,,,
,9.0,H,4.431319,-0.191052,-0.5783,-2.027e-06,-6.19e-07,-1.849e-06,,,
,9.0,H,3.797746,-0.405623,1.037976,-4.61e-07,3.07e-07,3.762e-06,,,
,9.0,H,3.366737,-2.330466,-0.456776,7.29e-07,-5.994e-06,3.669e-06,,,
,9.0,H,2.439353,-1.325291,-1.542728,2.638e-06,-1.532e-06,-1.675e-06,,,
,9.0,H,1.319196,-2.873408,0.394072,2.893e-06,-5.671e-06,-2.223e-06,,,
,9.0,H,1.537204,-1.421646,1.340489,-1.576e-06,-4.81e-07,2.832e-06,,,
,9.0,H,-0.001427,-1.627901,-1.293842,2.106e-06,-4.74e-07,-1.115e-06,,,
